rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
6179,15746986,Howe,850,Germany,Female,40,4,97990.49,2,f,f,106691.02,f
6180,15759741,Knepper,591,Germany,Female,34,4,150635.3,1,t,t,72274.84,f
6181,15734892,Fennell,579,Spain,Male,37,4,0,2,t,t,32246.63,f
6182,15797194,T'ao,570,France,Male,39,10,129674.89,2,t,f,80552.36,f
6183,15723786,Morris,709,France,Female,37,9,0,2,t,f,16733.59,f
6184,15642726,Holmes,611,France,Male,53,3,83568.26,1,f,f,1235.49,f
6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,f,f,50168.41,t
6186,15754526,Walker,699,Germany,Male,36,6,147137.74,1,t,t,33687.9,f
6187,15703037,Edwards,618,France,Male,37,5,0,1,f,t,178705.45,t
6188,15751412,Harvey,704,France,,36,3,114370.41,1,f,t,66810.48,f
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2,t,t,45859.55,t
6190,15572408,Chambers,714,Germany,Male,39,3,149887.49,2,t,f,63846.36,f
6191,15613923,Reed,581,Spain,Female,43,4,170172.9,1,f,t,100236.02,f
6192,15747000,Shih,592,France,Male,27,3,0,2,t,t,19645.65,f
6193,15731781,Onyemachukwu,551,France,Male,43,7,0,2,t,f,178393.68,f
6194,15727198,Teng,689,Germany,Female,28,2,64808.32,2,f,f,78591.15,f
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,f,t,124954.56,f
6196,15804950,Onyemauchechukwu,514,France,Female,41,7,0,2,t,t,3756.65,f
6197,15576304,Bailey,698,France,Male,29,5,95167.55,1,t,t,152723.23,f
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1,t,f,187597.98,t
6199,15779627,Maclean,573,Germany,Male,31,0,134644.19,1,t,t,70381.49,f
6200,15750755,Yobachi,449,Spain,Female,33,8,0,2,f,f,156792.89,f
6201,15569654,Munro,850,Germany,Female,31,3,51293.47,1,f,f,35534.68,f
6202,15753079,Chidi,612,France,Male,41,5,0,3,f,f,151256.22,f
6203,15684995,Chamberlain,690,Spain,Male,49,8,116622.73,1,f,t,51011.29,f
6204,15790763,Trujillo,599,Spain,Female,49,2,0,2,t,f,111190.53,f
6205,15766458,Tang,498,France,Male,33,1,198113.86,1,t,f,69664.35,f
6206,15616221,Wilson,497,France,Female,29,4,85646.81,1,f,f,63233.02,t
6207,15776124,Mann,802,Spain,Male,51,7,0,1,f,t,40855.79,f
6208,15665811,Parry,644,France,Male,33,9,141234.98,1,t,f,95673.05,f
6209,15729804,Manfrin,714,France,Male,34,10,0,2,t,t,80234.14,f
6210,15714062,Millar,690,France,Female,40,9,77641.99,1,f,f,189051.59,t
6211,15592197,Simmons,522,Spain,Male,30,3,0,2,t,f,145490.85,f
6212,15793116,Beneventi,502,Germany,Female,40,7,117304.29,1,f,f,196278.32,f
6213,15638231,Chung,730,Spain,Female,62,2,0,2,t,t,162889.1,f
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2,t,t,174667.58,f
6215,15800412,Dale,458,Germany,Male,35,9,146780.52,2,t,t,3476.38,f
6216,15597610,Stevens,553,Spain,Male,41,6,144974.55,1,t,t,19344.92,f
6217,15726634,Wei,479,France,Male,47,1,0,1,t,f,95270.83,f
6218,15670866,Chiu,693,France,Male,31,2,0,2,t,t,107759.31,f
6219,15667462,Duncan,707,Spain,Male,43,10,0,2,t,f,118368.2,f
6220,15662574,Brady,636,Spain,Male,37,1,115137.26,1,t,f,52484.01,f
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,t,f,178153.65,f
6222,15603554,Berkeley,513,France,Female,45,0,164649.52,3,t,f,49915.52,t
6223,15716800,Kaur,582,France,Male,31,2,0,2,t,t,33747.03,f
6224,15679429,Bell,694,France,Male,32,0,91956.49,1,t,t,59961.81,f
6225,15616122,Nwokike,777,France,Male,39,8,0,2,t,t,18613.52,f
6226,15742172,Williamson,598,Germany,Male,32,9,123938.6,2,t,f,198894.42,f
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3,f,t,57014.17,t
6228,15636016,Wreford,588,France,Female,34,3,120777.88,1,t,t,131729.52,f
6229,15733138,Paterson,663,Germany,Male,42,5,90248.79,1,t,t,79169.73,f
6230,15669741,Hou,777,France,Male,36,7,0,1,t,f,106472.34,f
6231,15616954,Smith,592,France,Male,71,4,0,2,f,t,17013.54,f
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1,t,t,150661.42,t
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,f,f,86622.56,t
6234,15682914,Bolton,850,France,Male,34,2,72079.71,1,t,t,115767.93,f
6235,15654274,Corrie,540,France,Male,37,6,0,2,t,f,141998.89,f
6236,15691457,Boyle,674,Spain,Male,36,2,0,2,t,t,182787.17,f
6237,15719649,Lambie,553,France,Male,38,3,99844.68,1,f,f,187915.7,f
6238,15778897,Cartwright,630,France,Female,28,1,0,2,t,t,133267.78,f
6239,15589437,Lu,466,France,Male,26,3,156815.71,1,t,t,137476.09,f
6240,15682369,Pisano,613,France,Male,47,6,146034.74,1,t,t,77146.14,f
6241,15626507,Chukwubuikem,558,France,Male,27,1,152283.39,1,t,f,183271.15,f
6242,15571995,Harper,775,Germany,Female,33,1,118897.1,2,t,t,26362.4,f
6243,15673333,Wilson,698,Germany,Male,52,8,96781.39,1,t,t,153373.71,f
6244,15748752,Ch'in,608,Germany,Male,33,1,102772.67,2,t,f,70705.58,f
6245,15725302,Streeton,670,Spain,Female,20,4,0,2,t,f,119759.24,f
6246,15722083,Ch'ang,591,Spain,Male,39,8,0,2,f,f,42392.24,f
6247,15771442,Pennington,633,France,Male,40,4,150578,1,f,t,34670.62,t
6248,15803633,T'ien,678,France,Female,46,1,0,2,f,f,82106.19,f
6249,15672185,Liu,590,France,Male,47,3,0,2,t,f,171774.5,f
6250,15806486,Cunningham,705,France,Female,48,0,0,2,f,f,149772.61,f
6251,15570895,Ch'in,608,France,Male,42,10,163548.07,1,t,f,38866.85,f
6252,15614520,Smith,682,France,Female,37,8,148580.12,1,t,f,35179.18,f
6253,15687492,Anderson,596,Germany,Male,32,3,96709.07,2,f,f,41788.37,f
6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1,t,t,17376.57,t
6255,15721047,Ansell,578,Germany,Male,37,1,135650.88,1,t,f,199428.19,f
6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3,t,f,16922.28,t
6257,15611186,Yevdokimova,609,France,Male,37,1,39344.83,1,t,t,178291.89,t
6258,15617301,Chamberlin,774,Germany,Male,36,9,130809.77,1,t,f,152290.28,f
6259,15726046,Johnston,712,France,Female,27,2,133009.51,1,t,f,126809.15,f
6260,15585748,McDonald,585,Germany,Female,28,9,135337.49,2,t,t,40385.61,f
6261,15672826,Chen,666,France,Female,32,10,112536.57,2,t,t,34350.54,f
6262,15595162,Cattaneo,708,Spain,Female,35,8,122570.69,1,f,f,199005.88,f
6263,15650026,Barclay-Harvey,513,France,Male,44,1,63562.02,2,f,t,52629.73,t
6264,15745826,Dawson,445,France,Male,37,3,0,2,t,t,180012.39,f
6265,15708610,Costa,690,Germany,Male,44,9,100368.63,2,f,f,35342.33,f
6266,15624471,Chikwado,850,France,Male,37,6,0,2,t,f,109291.22,f
6267,15590097,Ch'eng,537,Spain,Female,33,7,136082,1,t,f,62746.54,f
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1,f,f,173273.2,t
6269,15582154,Crawford,670,France,Female,45,5,47884.92,1,t,t,54340.24,f
6270,15734626,Gibson,652,Spain,Female,36,1,0,2,t,t,19302.78,f
6271,15702806,Martin,696,Spain,Male,24,9,0,1,f,f,10883.52,f
6272,15620756,Stokes,747,France,Male,49,6,202904.64,1,t,t,17298.72,t
6273,15611331,Niu,511,France,Female,46,1,0,1,t,t,115779.48,t
6274,15576935,Ampt,743,Spain,Male,43,2,161807.18,2,f,t,93228.86,t
6275,15661275,Wynn,532,Germany,Male,52,3,110791.97,1,t,f,148704.77,t
6276,15814940,Lawrence,642,Spain,Female,33,9,0,2,t,t,150475.14,f
6277,15768471,Wagner,554,Germany,Female,54,6,108755,1,t,f,40914.32,t
6278,15697391,Argyle,604,Spain,Female,34,3,0,2,t,f,38587.7,f
6279,15793346,Ofodile,602,France,Female,72,3,0,2,t,t,171260.66,f
6280,15608338,Chiemenam,757,Spain,Female,55,9,117294.12,4,t,f,94187.47,t
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1,t,t,145900.89,f
6282,15656921,Locke,850,France,Male,31,4,0,2,f,f,152298.28,f
6283,15761340,Bullen,521,France,Male,22,5,0,2,t,t,99828.45,f
6284,15591135,Forster,726,France,Male,37,2,132057.92,2,t,f,34743.98,f
6285,15623219,Smith,596,France,Male,33,8,0,1,t,f,121189.3,t
6286,15655229,Craig,850,Germany,Female,35,7,114285.2,1,f,t,129660.59,f
6287,15805884,Archer,637,France,Female,41,9,0,2,t,f,145477.36,f
6288,15668289,McWilliams,690,Spain,Male,32,2,76087.98,1,f,t,151822.66,f
6289,15568562,Moss,689,France,Male,40,8,160272.27,1,t,f,49656.24,f
6290,15773276,Townsend,633,Spain,Male,63,4,114552.6,1,t,f,73856.28,t
6291,15622801,Brown,555,France,Female,27,8,102000.17,1,t,t,116757,f
6292,15779886,Munson,563,Spain,Male,24,7,0,2,f,f,16319.56,f
6293,15713673,T'ien,494,France,Female,33,1,137853,1,f,t,90273.85,f
6294,15783083,Shubin,534,France,Male,27,9,0,2,t,f,161344.13,f
6295,15742824,Isayeva,696,Germany,Male,42,7,162318.61,1,t,f,121061.89,f
6296,15621550,Hung,535,Spain,Female,50,1,140292.58,3,f,f,69531.22,t
6297,15799480,Webb,600,France,Male,34,0,0,2,f,t,3756.23,f
6298,15625247,Scott,807,France,Female,34,1,0,1,f,f,114448.13,f
6299,15755241,Rahman,714,France,Female,52,2,0,1,f,t,144045.08,t
6300,15575679,Lori,590,France,Male,24,7,126431.54,1,t,f,58781.11,f
6301,15668235,Cooke,614,France,Female,41,3,123475.04,1,t,t,179227.52,f
6302,15683183,Volkova,766,Germany,Female,45,6,97652.96,1,t,f,127332.33,f
6303,15684592,Lamb,557,Spain,Male,42,4,0,2,f,t,86642.38,f
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,t,f,184178.29,t
6305,15653455,Smith,648,France,Female,38,2,0,2,f,t,9551.49,f
6306,15732563,Swanton,726,Germany,Female,33,7,99046.31,2,t,t,56053.06,f
6307,15656471,Mitchell,773,France,Male,33,9,0,2,t,t,1118.31,f
6308,15598510,Colombo,583,Germany,Male,27,4,105907.42,2,t,t,195732.04,f
6309,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,t,f,175070.94,t
6310,15785342,Shipp,705,France,Male,25,9,0,2,f,t,112331.19,f
6311,15641595,Jonathan,685,Spain,Male,43,4,97392.18,2,t,f,43956.83,f
6312,15798429,Hernandez,741,France,Male,29,8,0,2,t,t,115994.52,f
6313,15648136,Green,658,Germany,Female,28,9,152812.58,1,t,f,166682.57,f
6314,15812482,Young,575,France,Male,27,3,139301.68,1,t,f,99843.98,f
6315,15790810,Han,844,France,Female,41,10,76319.64,1,t,t,141175.18,t
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,t,f,175910.95,t
6317,15765643,Hamilton,725,France,Male,37,6,124348.38,2,f,t,176984.34,f
6318,15654878,Yobanna,450,France,Male,29,7,117199.8,1,t,t,43480.63,f
6319,15686835,Crawford,738,Germany,Female,57,9,148384.64,1,f,f,155047.11,t
6320,15768340,Beavers,642,Germany,Female,19,3,113905.48,1,t,t,176137.2,f
6322,15689096,Beneventi,590,France,Male,47,0,117879.32,1,t,t,8214.46,f
6323,15684294,Chidumaga,735,France,Male,50,2,0,2,f,t,147075.69,f
6324,15615828,Mitchell,550,France,Male,34,8,122359.5,1,f,f,116495.55,f
6325,15746012,Chibugo,729,Spain,Female,28,0,0,2,t,t,31165.06,t
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,t,t,192127.22,t
6327,15788494,Alekseeva,555,France,Male,31,8,145875.74,1,t,f,137491.23,f
6328,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2,t,t,186841.71,f
6329,15629545,Buckley,790,Spain,Female,41,7,109508.68,1,f,f,86776.38,f
6330,15661198,Howard,727,Germany,Male,34,2,146407.11,1,t,t,72073.72,f
6331,15715117,Peel,744,France,Female,39,6,0,1,f,f,10662.58,f
6332,15701074,Herz,629,Germany,Male,35,8,112330.83,1,t,t,91001.02,f
6333,15793046,Holden,619,France,Female,35,4,90413.12,1,t,t,20555.21,f
6334,15623744,McLean,634,France,Male,34,8,105302.66,1,t,t,123164.97,f
6335,15611329,Findlay,608,Spain,Female,35,6,0,2,t,t,143463.28,f
6336,15740428,Wyatt,507,France,Female,35,1,0,2,f,f,92131.54,f
6337,15781534,Rapuluolisa,536,Germany,Female,35,4,121520.36,1,f,f,77178.42,f
6338,15618243,Buckland,730,Spain,Female,43,1,103960.38,1,t,t,193650.16,f
6339,15784161,Hargreaves,583,Germany,Male,39,8,102945.01,1,f,f,52861.89,f
6340,15700325,Onyeoruru,644,France,Female,24,8,92760.55,1,t,f,35896.75,f
6341,15659064,Salas,790,Spain,Male,37,8,0,2,t,t,149418.41,f
6342,15658364,Laney,807,Germany,Female,40,1,134590.21,1,t,t,46253.65,f
6343,15704340,Fu,581,France,Female,37,10,104255.03,1,t,f,86609.37,f
6344,15793455,Tien,627,Spain,Female,55,6,0,1,f,f,91943.94,t
6345,15579777,Sazonova,850,France,Male,41,3,0,2,t,f,128892.36,f
6346,15632345,Tuan,754,France,Female,35,4,0,2,t,f,44830.71,f
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,f,t,84508.44,t
6348,15754820,Bergamaschi,637,Germany,Male,35,8,147127.81,2,t,t,84760.7,f
6349,15707505,Taylor,699,Spain,Male,31,8,125927.51,2,t,f,147661.47,f
6350,15699507,Messersmith,542,France,Female,25,7,0,2,f,t,82393.08,f
6351,15799600,Coles,640,Germany,Male,48,1,111599.32,1,f,t,135995.58,f
6352,15794472,Brookes,553,France,Female,27,3,0,2,f,f,159800.16,f
6353,15620758,Reid,741,France,Male,38,9,0,2,t,f,14379.01,f
6354,15676353,Etheridge,598,France,Male,35,8,114212.6,1,t,t,74322.85,f
6355,15566312,Jolly,660,Spain,Female,42,5,0,3,t,t,189016.24,t
6356,15570414,Chizoba,618,Spain,Male,41,4,115251.64,1,f,f,136435.75,f
6357,15776743,Eberegbulam,647,France,Male,43,9,0,2,t,t,78488.39,f
6358,15674637,Pagnotto,491,France,Female,68,3,107571.61,1,f,t,113695.99,f
6359,15730418,Lucchesi,652,France,Female,32,2,0,2,t,f,54628.11,f
6360,15739972,Hughes,650,Germany,Female,45,9,152367.21,3,t,f,150835.21,t
6361,15661591,Panicucci,413,Germany,Male,39,1,130969.77,2,t,t,158891.79,f
6362,15675585,Burns,416,Germany,Female,25,0,97738.97,2,t,t,160523.33,f
6363,15814750,Ricci,629,Spain,Male,34,8,0,2,t,t,180595.02,f
6364,15593454,Lambert,678,Spain,Female,40,4,113794.22,1,t,f,16618.76,f
6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,t,f,79919.97,f
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,f,f,186489.14,t
6367,15677324,Botts,683,Germany,Male,73,9,124730.26,1,t,t,51999.5,f
6368,15568742,Parkes,536,France,Female,41,9,0,1,t,f,121299.14,f
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,t,f,144593.3,t
6370,15714260,Castiglione,646,France,Female,38,2,0,2,f,f,178752.73,f
6371,15798200,Manna,707,France,Male,35,2,0,3,t,t,94148.3,f
6372,15656627,Lin,602,France,Male,34,5,0,2,t,t,77414.45,f
6373,15791111,Fink,635,France,Female,47,2,125724.95,2,t,f,63236.97,f
6374,15638269,Baresi,597,France,Male,67,2,0,2,f,t,108645.85,f
6375,15807473,Morehead,503,France,Male,38,1,0,2,t,t,95153.24,f
6376,15708534,Afamefuna,524,Spain,Female,64,5,0,1,t,f,136079.64,t
6377,15640686,Greco,700,France,Male,46,5,95872.86,1,t,f,98273.01,t
6378,15588904,Balashova,692,France,Male,33,9,0,1,t,f,113505.93,t
6379,15768763,Bogdanov,562,France,Male,37,2,0,1,f,t,52525.15,t
6380,15770543,Lowe,679,France,Male,37,7,74260.03,1,t,f,194617.98,f
6381,15642162,Ponce,603,Germany,Male,35,1,123407.69,1,t,f,152541.89,t
6382,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,t,t,142903.44,f
6383,15575060,Gardner,797,France,Male,24,5,0,2,t,f,182257.61,f
6384,15812040,Lorenzo,594,France,Male,36,6,153880.15,1,f,f,135431.72,f
6385,15812073,Palmer,529,France,Female,31,7,0,2,t,t,175697.87,f
6386,15706810,Zuyeva,606,Germany,Female,32,1,106301.85,2,f,t,59061.25,f
6387,15584090,Jen,621,Spain,Female,40,7,0,2,f,t,131283.6,t
6388,15810807,Alekseeva,513,France,Female,43,9,0,2,t,f,152499.8,f
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,t,f,15523.09,t
6390,15687607,Chiemenam,605,France,Female,30,9,135422.31,1,f,t,186418.85,f
6391,15588406,Chiemenam,574,Spain,Female,37,7,0,2,t,f,32262.28,f
6392,15784099,Clark,726,France,Female,38,5,126875.62,1,t,f,128052.29,f
6393,15701352,Fanucci,611,Spain,Female,28,3,96381.68,2,t,f,181419.29,f
6394,15789371,Cattaneo,593,Germany,Female,41,4,119703.1,2,t,t,109783.29,f
6395,15602845,Udinesi,466,Germany,Male,41,2,152102.18,2,t,f,181879.56,f
6396,15707918,Bentley,741,Germany,Female,36,0,127675.39,2,t,f,74260.16,f
6397,15602812,Holmes,684,Germany,Female,44,2,133776.86,2,f,t,49865.04,f
6398,15675888,Austin,550,Spain,Female,33,9,72788.03,1,t,t,103608.06,f
6399,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1,t,f,167564.82,f
6400,15738501,Booth,601,Germany,Male,48,9,163630.76,1,f,t,41816.49,t
6401,15585907,Collier,676,Spain,Female,30,5,0,2,f,f,179066.58,f
6402,15579040,Hs?,556,France,Female,46,10,0,2,f,f,109184.24,f
6403,15804211,Oluchukwu,719,France,Male,36,3,155423.17,1,t,t,199841.32,f
6404,15736126,Sung,850,Germany,Male,55,0,98710.89,1,t,t,83617.17,t
6405,15745399,Marino,649,Spain,Female,49,2,0,1,t,f,84863.85,t
6406,15760749,Vinogradov,509,Spain,Male,41,7,126683.8,1,f,t,114775.53,f
6407,15637118,Burns,684,France,Male,33,4,140700.61,1,t,f,103557.93,f
6408,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,t,f,85028.36,t
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,t,f,153064.87,f
6410,15690695,Flynn,683,France,Female,33,9,0,2,t,t,38784.42,f
6411,15762351,Chao,689,Spain,Female,63,1,0,2,t,t,186526.12,f
6412,15791172,Yeh,672,Germany,Female,21,1,35741.69,1,t,f,28789.94,f
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1,f,t,45038.29,t
6414,15734765,Mahmood,739,France,Female,20,4,133800.98,1,f,t,150245.81,f
6415,15642912,Tu,618,France,Female,21,2,125682.79,1,f,f,57762,f
6416,15769516,Shcherbakov,674,France,Female,42,9,0,2,t,f,4292.72,f
6417,15789379,Zetticci,762,France,Male,26,6,130428.78,1,t,f,173365.89,f
6418,15695103,Carr,790,Spain,Male,37,6,0,2,t,t,119484.01,f
6419,15801924,Browne,754,Spain,Female,27,8,0,2,f,f,121821.16,f
6420,15767804,Feng,729,France,Male,44,6,0,2,t,f,151733.43,f
6421,15718039,Ferguson,606,Germany,Female,47,0,137138.2,2,f,t,53784.22,f
6422,15579994,Shaw,616,France,Male,23,8,73112.95,1,t,t,62733.05,f
6423,15595037,Palermo,772,France,Male,47,9,152347.01,1,f,t,17671.78,f
6424,15600720,Moore,652,Spain,Male,41,8,115144.68,1,t,f,188905.43,f
6425,15782608,Huang,743,France,Male,43,5,0,2,f,f,113079.19,t
6426,15566894,Gray,793,France,Male,39,3,137817.52,1,f,f,83997.79,f
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,t,f,125424.42,f
6428,15668943,Henderson,746,France,Male,37,2,0,2,t,f,143194.05,f
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,t,f,93132.61,t
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,f,t,76038.38,f
6431,15728012,Everett,678,Spain,Female,40,3,128398.38,1,t,f,168658.3,f
6432,15683363,Goddard,540,Spain,Male,39,1,0,1,f,t,108419.41,f
6433,15699335,Kuo,615,Germany,Female,33,3,137657.25,2,t,t,171657.57,f
6434,15574369,Bianchi,415,Spain,Male,53,5,167259.44,1,t,t,22357.25,f
6435,15703167,Rouse,628,France,Female,45,8,0,2,t,f,193903.06,f
6436,15754874,Nwoye,700,France,Male,26,4,119009.57,1,t,f,141926.43,f
6437,15723216,Greco,623,Germany,Male,33,2,80002.33,1,t,t,104079.62,f
6438,15725094,Fang,623,France,Female,37,4,140211.88,1,t,t,93832.33,f
6439,15647974,Chiemenam,679,France,Female,44,3,118742.74,2,t,f,1568.91,f
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,t,f,60778.11,t
6441,15772559,Burrows,790,France,Female,47,10,148636.21,1,f,t,16119.96,t
6442,15711251,Chizuoke,514,France,Male,45,1,178827.79,1,t,f,60375.18,f
6443,15719212,T'ien,491,France,Male,33,5,83134.3,1,t,f,187946.55,f
6444,15764927,Rogova,753,France,Male,92,3,121513.31,1,f,t,195563.99,f
6445,15731412,Trevisano,693,Germany,Female,37,6,95900.04,1,t,t,38196.24,f
6446,15719170,Sagese,679,France,Female,30,1,112543.42,1,t,t,179435.21,f
6447,15596011,Artyomova,529,Spain,Male,34,9,0,1,t,t,93208.22,f
6448,15614834,Long,619,Spain,Female,31,3,141751.82,1,f,t,61531.86,f
6449,15600510,Hsueh,680,Spain,Female,37,6,124140.57,2,t,f,92826.35,f
6450,15625706,White,693,Germany,Male,45,2,116546.59,2,f,f,23140.28,t
6451,15781409,Lazarev,834,France,Female,28,6,0,1,t,f,74287.53,f
6452,15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,t,t,101102.39,f
6453,15677243,Wan,538,Spain,Male,43,5,0,2,t,f,126933.73,f
6454,15815070,Romano,566,Germany,Female,44,5,141428.99,2,f,f,68408.74,f
6455,15705899,Craig,597,Spain,Male,35,0,127510.99,1,t,t,155356.34,f
6456,15701522,Yermolayeva,711,France,Female,29,9,0,2,f,t,3234.8,f
6457,15755978,Tseng,606,France,Male,31,10,0,2,t,f,195209.4,f
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,t,t,169149.38,f
6459,15783526,Le Hunte,589,France,Male,36,1,100895.54,1,t,t,68075.14,f
6460,15632125,Blake,606,Germany,Male,45,5,63832.43,1,t,t,93707.8,f
6461,15688395,Lane,582,France,Male,29,4,0,2,f,f,156153.27,f
6462,15666975,Sparks,710,France,Female,36,4,116085.06,1,t,f,58601.61,f
6463,15682211,Tu,467,France,Male,57,1,0,2,t,t,114448.77,f
6464,15637411,Tochukwu,749,France,Male,30,1,0,2,f,t,126551.65,f
6465,15591512,Whittaker,564,Germany,Female,33,2,115761.51,1,f,t,112350.21,t
6466,15606855,Wang,730,Spain,Male,26,6,0,2,t,t,185808.7,f
6467,15763683,Northern,678,Germany,Male,32,4,139626.01,1,t,t,118235.52,t
6468,15641782,Humphries,540,France,Female,31,7,0,1,f,t,183051.6,t
6469,15677184,Cremonesi,767,France,Female,35,6,115576.44,1,f,t,27922.45,f
6470,15775042,Ku,615,France,Female,23,4,0,2,t,f,196476.19,f
6471,15616630,Tobenna,583,Germany,Female,41,5,77647.6,1,t,f,190429.52,f
6472,15800233,Okwuadigbo,850,France,Female,40,5,0,2,t,f,35034.15,f
6473,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,t,f,66389.43,t
6474,15595557,Li,798,France,Male,22,8,0,2,t,f,107615.43,f
6475,15626143,Talbot,695,France,Male,37,2,0,2,t,t,99692.65,f
6476,15566030,Tu,497,Germany,Male,41,5,80542.81,1,f,f,88729.22,t
6477,15701412,T'ien,739,France,Male,40,4,0,2,f,f,173321.65,f
6478,15702464,Ross,549,France,Female,34,4,0,2,f,f,139463.57,f
6479,15573348,Maclean,850,France,Male,35,9,102050.47,1,t,t,3769.71,f
6480,15704160,Wan,648,Spain,Male,49,5,0,1,t,f,149946.43,t
6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,f,t,135768.25,f
6482,15664752,Jack,606,Germany,Male,39,8,136000.45,2,t,f,31708.53,f
6483,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,t,t,151677.31,f
6484,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,t,f,170518.83,f
6485,15668629,Saunders,719,Spain,Male,44,2,0,2,t,f,196582.19,f
6486,15635197,Glover,640,Germany,Male,26,5,90402.77,1,t,t,3298.65,f
6487,15592761,Tung,710,France,Male,40,5,0,2,f,f,162878.96,f
6488,15574283,Padovano,580,France,Male,31,2,0,2,f,t,64014.24,f
6489,15598097,Johnstone,550,France,Male,44,9,0,2,t,f,26257.01,f
6490,15711352,Endrizzi,841,France,Female,31,3,162701.65,2,t,t,126794.56,f
6491,15620751,Secombe,760,France,Male,34,2,0,2,t,f,164162.44,f
6492,15656717,Elewechi,687,France,Female,30,6,0,2,f,f,179206.92,f
6493,15643121,Chu,753,Germany,Female,35,5,82453.96,2,f,f,18254.75,f
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,t,f,83949.68,f
6495,15752846,Pinto,699,France,Male,28,7,0,2,t,t,22684.78,f
6496,15640852,McGregor,617,Germany,Female,39,5,83348.89,3,t,f,7953.62,t
6497,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,t,f,143952.24,t
6498,15793688,Bancks,669,France,Male,50,9,201009.64,1,t,f,158032.5,t
6499,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,t,f,199104.52,f
6500,15702561,Dale,782,France,Male,32,9,0,1,t,t,87566.97,f
6501,15625964,Buckley,582,France,Female,43,5,153313.67,1,f,f,170563.73,f
6502,15761364,Nkemjika,679,France,Male,30,9,0,2,t,f,157871.55,f
6503,15590286,Fairley,611,France,Female,40,2,125879.29,1,t,f,93203.43,f
6504,15587978,Boothby,455,Germany,Female,37,6,170057.62,1,f,t,54398.56,f
6505,15773242,Chukwuhaenye,621,France,Male,32,1,0,2,t,t,168779.47,f
6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,f,f,1140.02,t
6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,t,f,186476.91,t
6508,15764253,Ramsey,742,France,Male,32,6,160485.16,1,t,f,29023.03,f
